Iteration,Best Distance,Average Distance
695,11710.61087705251,11710.61087705251
696,11710.61087705251,11710.61087705251
697,11710.61087705251,11710.61087705251
698,11710.61087705251,11710.61087705251
699,11710.61087705251,11710.61087705251
700,11710.61087705251,11710.61087705251
701,11710.61087705251,11710.61087705251
702,11710.61087705251,11710.61087705251
703,11710.61087705251,11710.61087705251
704,11710.61087705251,11710.61087705251
705,11710.61087705251,11710.61087705251
706,11710.61087705251,11710.61087705251
707,11710.61087705251,11710.61087705251
708,11710.61087705251,11710.61087705251
709,11710.61087705251,11710.61087705251
710,11710.61087705251,11710.61087705251
711,11710.61087705251,11710.61087705251
712,11710.61087705251,11710.61087705251
713,11710.61087705251,11710.61087705251
714,11710.61087705251,11710.61087705251
715,11710.61087705251,11710.61087705251
716,11710.61087705251,11710.61087705251
717,11710.61087705251,11710.61087705251
718,11710.61087705251,11710.61087705251
719,11710.61087705251,11710.61087705251
720,11710.61087705251,11710.61087705251
721,11710.61087705251,11710.61087705251
722,11710.61087705251,11710.61087705251
723,11710.61087705251,11710.61087705251
724,11710.61087705251,11710.61087705251
725,11710.61087705251,11710.61087705251
726,11710.61087705251,11710.61087705251
727,11710.61087705251,11710.61087705251
728,11710.61087705251,11710.61087705251
729,11710.61087705251,11710.61087705251
730,11710.61087705251,11710.61087705251
731,11710.61087705251,11710.61087705251
732,11710.61087705251,11710.61087705251
733,11710.61087705251,11710.61087705251
734,11710.61087705251,11710.61087705251
735,11710.61087705251,11710.61087705251
736,11710.61087705251,11710.61087705251
737,11710.61087705251,11710.61087705251
738,11710.61087705251,11710.61087705251
739,11710.61087705251,11710.61087705251
740,11710.61087705251,11710.61087705251
741,11710.61087705251,11710.61087705251
742,11710.61087705251,11710.61087705251
743,11710.61087705251,11710.61087705251
744,11710.61087705251,11710.61087705251
745,11710.61087705251,11710.61087705251
746,11710.61087705251,11710.61087705251
747,11710.61087705251,11710.61087705251
748,11710.61087705251,11710.61087705251
749,11710.61087705251,11710.61087705251
750,11710.61087705251,11710.61087705251
751,11710.61087705251,11710.61087705251
752,11710.61087705251,11710.61087705251
753,11710.61087705251,11710.61087705251
754,11710.61087705251,11710.61087705251
755,11710.61087705251,11710.61087705251
756,11710.61087705251,11710.61087705251
757,11710.61087705251,11710.61087705251
758,11710.61087705251,11710.61087705251
759,11710.61087705251,11710.61087705251
760,11710.61087705251,11710.61087705251
761,11710.61087705251,11710.61087705251
762,11710.61087705251,11710.61087705251
763,11710.61087705251,11710.61087705251
764,11710.61087705251,11710.61087705251
765,11710.61087705251,11710.61087705251
766,11710.61087705251,11710.61087705251
